date,production_kwh,consumption_kwh,autoconsumption_kwh,surplus_kwh,deficit_kwh,autoconsumption_rate,autoproduction_rate
2024-06-20,1744.1007538663134,464.31458879417966,464.31458879417966,1279.7861650721338,0.0,0.26622004936635085,1.0
2024-06-21,1648.514628282867,439.5240781074225,439.5240781074225,1208.9905501754447,0.0,0.26661824564167896,1.0
2024-06-22,1740.8016710366426,432.0788624982124,432.0788624982124,1308.7228085384302,0.0,0.24820682889217968,1.0
2024-06-23,1851.9021828319937,368.17614440779556,368.17614440779556,1483.7260384241981,0.0,0.19880971458479935,1.0
2024-06-24,1691.654211643072,375.5777995641476,375.5777995641476,1316.0764120789242,0.0,0.22201806786468256,1.0
2024-06-25,1795.1513928048576,421.33527647672094,421.33527647672094,1373.8161163281366,0.0,0.2347073779768514,1.0
2024-06-26,1742.644941068154,439.6842926053163,439.6842926053163,1302.9606484628375,0.0,0.25230859267052524,1.0
2024-06-27,1787.1144637637433,430.34829851839515,430.34829851839515,1356.766165245348,0.0,0.240806231074904,1.0
2024-06-28,1723.1862000377507,388.5201809216879,388.5201809216879,1334.666019116063,0.0,0.2254661631535677,1.0
2024-06-29,1757.6441771034645,393.834366858003,393.834366858003,1363.8098102454614,0.0,0.22406945159231725,1.0
2024-06-30,1778.322387262979,407.2367500818845,407.2367500818845,1371.0856371810944,0.0,0.22900051925267823,1.0
2024-07-01,1805.7240170945045,402.04253976514843,402.04253976514843,1403.681477329356,0.0,0.22264894078999622,1.0
2024-07-02,1714.2074930596514,418.7645793259672,418.7645793259672,1295.4429137336842,0.0,0.24429048468253017,1.0
2024-07-03,1814.3440500178729,394.7531519276312,394.7531519276312,1419.5908980902416,0.0,0.21757348167991764,1.0
2024-07-04,1767.0813415735759,436.464883793642,436.464883793642,1330.6164577799339,0.0,0.24699761891264865,1.0
2024-07-05,1790.6972665766527,429.86364825770374,429.86364825770374,1360.833618318949,0.0,0.24005378032406963,1.0
2024-07-06,1815.992097987824,442.4869634440196,442.4869634440196,1373.5051345438046,0.0,0.24366128241103524,1.0
2024-07-07,1770.6408910104672,426.63014217471664,426.63014217471664,1344.0107488357505,0.0,0.24094673535481714,1.0
2024-07-08,1763.4017067476539,395.5822072513149,395.5822072513149,1367.819499496339,0.0,0.22432903730194897,1.0
2024-07-09,1792.868497156302,432.5440522864815,432.5440522864815,1360.3244448698206,0.0,0.24125810285168525,1.0
2024-07-10,1794.7719203415993,402.7205826927716,402.7205826927716,1392.0513376488277,0.0,0.22438538185739038,1.0
2024-07-11,1940.1512988914878,385.3228300929173,385.3228300929173,1554.8284687985706,0.0,0.19860452651969607,1.0
2024-07-12,1886.3271253183361,338.4274504090425,338.4274504090425,1547.8996749092937,0.0,0.17941079564973628,1.0
2024-07-13,1817.2930254666082,381.90787431010926,381.90787431010926,1435.385151156499,0.0,0.21015206076194046,1.0
2024-07-14,1790.4948637507991,390.4673966501431,390.4673966501431,1400.027467100656,0.0,0.21807792055441957,1.0
2024-07-15,1731.5427377925853,453.83419451132795,453.83419451132795,1277.7085432812573,0.0,0.2620981767333605,1.0
2024-07-16,1744.841143046602,432.42919942307407,432.42919942307407,1312.4119436235278,0.0,0.24783299106990658,1.0
2024-07-17,1751.5090556826135,406.81989594889615,406.81989594889615,1344.6891597337174,0.0,0.23226822300975586,1.0
2024-07-18,1788.2491167766125,434.80971043751,434.80971043751,1353.4394063391026,0.0,0.24314828753908244,1.0
2024-07-19,1865.1173440565212,423.13317015958495,423.13317015958495,1441.9841738969362,0.0,0.2268667821399886,1.0
2024-07-20,1808.6010057493834,418.9578538078944,418.9578538078944,1389.643151941489,0.0,0.23164747364181723,1.0
2024-07-21,1682.5428702722331,414.1739992470146,414.1739992470146,1268.3688710252186,0.0,0.24615955204755158,1.0
2024-07-22,1784.3817655766004,378.0995762177474,378.0995762177474,1406.282189358853,0.0,0.21189388028495648,1.0
2024-07-23,1891.712900898994,365.401367589197,365.401367589197,1526.311533309797,0.0,0.19315899754954793,1.0
2024-07-24,1834.4235657911743,420.9747328444256,420.9747328444256,1413.4488329467486,0.0,0.2294861125286853,1.0
2024-07-25,1789.4050735615065,405.5866684491033,405.5866684491033,1383.818405112403,0.0,0.22666006397414085,1.0
2024-07-26,1779.4648300660765,388.18453089263807,388.18453089263807,1391.2802991734384,0.0,0.21814678454657835,1.0
2024-07-27,1733.1708250992554,461.0107729177114,461.0107729177114,1272.160052181544,0.0,0.26599269168479694,1.0
2024-07-28,1762.527790718915,365.6571143805863,365.6571143805863,1396.8706763383286,0.0,0.207461758223647,1.0
2024-07-29,1728.3821922602006,436.9126207267228,436.9126207267228,1291.4695715334778,0.0,0.25278704136344604,1.0
2024-07-30,1815.27324511885,392.3719347201205,392.3719347201205,1422.9013103987295,0.0,0.2161503430820582,1.0
2024-07-31,1725.4005385214784,438.6719522691718,438.6719522691718,1286.7285862523067,0.0,0.2542435466289331,1.0
2024-08-01,1700.5544474366036,376.8014673091439,376.8014673091439,1323.7529801274598,0.0,0.22157565603214302,1.0
2024-08-02,1714.8815796000754,412.9619407349017,412.9619407349017,1301.9196388651737,0.0,0.24081076247329442,1.0
2024-08-03,1779.0892738462155,431.27925885116946,431.27925885116946,1347.810014995046,0.0,0.2424157489965561,1.0
2024-08-04,1735.9240986459229,363.5177664480127,363.5177664480127,1372.4063321979102,0.0,0.20940879081727615,1.0
2024-08-05,1740.0439847994737,449.9513554886726,449.9513554886726,1290.0926293108012,0.0,0.25858619633717245,1.0
2024-08-06,1726.3127036005915,415.073365497871,415.073365497871,1311.2393381027205,0.0,0.24043926956694892,1.0
2024-08-07,1743.3580826395994,454.7766336443691,454.7766336443691,1288.5814489952304,0.0,0.2608624345010044,1.0
2024-08-08,1740.3454633352283,437.19173837620167,437.19173837620167,1303.1537249590265,0.0,0.25120974403458946,1.0
2024-08-09,1780.9789179695126,410.08759142414067,410.08759142414067,1370.891326545372,0.0,0.23025965511802912,1.0
2024-08-10,1667.694164273318,465.9066221763751,465.9066221763751,1201.7875420969428,0.0,0.2793717410286613,1.0
2024-08-11,1705.2802472900307,481.52387849904943,481.52387849904943,1223.7563687909812,0.0,0.2823722841241313,1.0
2024-08-12,1632.0239465149814,417.68639629802556,417.68639629802556,1214.3375502169558,0.0,0.2559315365377767,1.0
2024-08-13,1659.5173480228932,478.7409573369855,478.7409573369855,1180.7763906859077,0.0,0.28848204443740544,1.0
2024-08-14,1661.8409944379816,426.41486463982255,426.41486463982255,1235.426129798159,0.0,0.25659185569918613,1.0
2024-08-15,1697.7320854115383,488.76801404711347,488.76801404711347,1208.9640713644249,0.0,0.28789466739013403,1.0
2024-08-16,1683.7663186043078,445.75746258108006,445.75746258108006,1238.0088560232277,0.0,0.2647383176963495,1.0
2024-08-17,1680.7488232104372,475.8276694386882,475.8276694386882,1204.921153771749,0.0,0.28310456795667943,1.0
2024-08-18,1723.8058890988652,453.3374638563647,453.3374638563647,1270.4684252425004,0.0,0.26298637608979913,1.0
2024-08-19,1685.727918511327,490.3032419700006,490.3032419700006,1195.4246765413263,0.0,0.2908555031840425,1.0
2024-08-20,1667.4875031668066,466.2671623066865,466.2671623066865,1201.2203408601201,0.0,0.2796225827307106,1.0
2024-08-21,1707.6557835888389,465.51897050847697,465.51897050847697,1242.136813080362,0.0,0.27260702946242144,1.0
2024-08-22,1676.2154881017143,477.2172846329178,477.2172846329178,1198.9982034687964,0.0,0.28469924542539476,1.0
2024-08-23,1683.7514273211225,457.6155155060593,457.6155155060593,1226.135911815063,0.0,0.2717832977484886,1.0
2024-08-24,1603.043762788894,553.2375328241803,553.2375328241803,1049.8062299647136,0.0,0.3451169242327395,1.0
2024-08-25,1648.6786789050666,483.98386536702293,483.98386536702293,1164.6948135380437,0.0,0.2935586367189816,1.0
2024-08-26,1586.2573915608507,524.8092467208253,524.8092467208253,1061.4481448400254,0.0,0.33084747123190505,1.0
2024-08-27,1642.5207398976813,473.64789125272307,473.64789125272307,1168.8728486449581,0.0,0.2883664600072133,1.0
2024-08-28,1549.5021580360772,519.0297962879537,519.0297962879537,1030.4723617481236,0.0,0.33496552011634506,1.0
2024-08-29,1483.2579091275984,614.5617397802152,614.5617397802152,868.6961693473831,0.0,0.41433235312507416,1.0
2024-08-30,1557.0176806792313,482.6352905715741,482.6352905715741,1074.382390107657,0.0,0.3099741875513128,1.0
2024-08-31,1586.3269171792253,540.8252445400267,540.8252445400267,1045.5016726391987,0.0,0.34092924899850485,1.0
2024-09-01,1582.9731157980427,581.2989634224624,581.2989634224624,1001.6741523755803,0.0,0.3672197320479479,1.0
2024-09-02,1548.5913008630914,562.5003150839879,562.5003150839879,986.0909857791036,0.0,0.3632335495947085,1.0
2024-09-03,1525.2935906227026,487.2380133195948,487.2380133195948,1038.0555773031078,0.0,0.3194388387357475,1.0
2024-09-04,1480.7038128824613,542.647910179842,542.647910179842,938.0559027026193,0.0,0.3664797142133905,1.0
2024-09-05,1482.7878678847444,540.4329712971239,540.4329712971239,942.3548965876205,0.0,0.36447086127570827,1.0
2024-09-06,1534.5162299024257,594.7978275433477,594.7978275433477,939.718402359078,0.0,0.3876126012568591,1.0
2024-09-07,1380.8258823685956,583.9695072024117,583.9695072024117,796.8563751661839,0.0,0.42291321060748177,1.0
2024-09-08,1426.6280652119644,543.5947527023911,543.5947527023911,883.0333125095733,0.0,0.381034669061852,1.0
2024-09-09,1368.7380099609563,597.9812395713684,597.9812395713684,770.7567703895879,0.0,0.4368850979658452,1.0
2024-09-10,1302.7830855411846,611.8015881632384,611.8015881632384,690.9814973779462,0.0,0.46961124607255095,1.0
2024-09-11,1417.5942761184695,542.1240483239862,542.1240483239862,875.4702277944832,0.0,0.3824253931162745,1.0
2024-09-12,1456.8640293586955,614.4315543722673,614.4315543722673,842.4324749864281,0.0,0.42174941654832204,1.0
2024-09-13,1427.5662766434755,617.6779661811258,617.6779661811258,809.8883104623496,0.0,0.43267901202697473,1.0
2024-09-14,1390.680570587694,585.9337277367699,585.9337277367699,804.7468428509242,0.0,0.4213287653031332,1.0
2024-09-15,1342.0099575674728,605.1248879623022,605.1248879623022,736.8850696051707,0.0,0.45090938748260223,1.0
2024-09-16,1238.4578309218111,599.5221021542991,599.5221021542991,638.935728767512,0.0,0.4840876186378197,1.0
2024-09-17,1322.245783139504,622.140974537198,622.140974537198,700.1048086023061,0.0,0.4705184032124523,1.0
2024-09-18,1230.1323753453962,686.8923893565226,686.8923893565226,543.2399859888736,0.0,0.5583890019670908,1.0
2024-09-19,1367.8169876949719,648.4619147464327,648.4619147464327,719.3550729485391,0.0,0.47408529107334213,1.0
2024-09-20,1354.251123214418,660.8823691823567,660.8823691823567,693.3687540320612,0.0,0.48800577518717664,1.0
2024-09-21,1331.1919991039365,663.674936905852,663.674936905852,667.5170621980845,0.0,0.49855688537235093,1.0
2024-09-22,1287.9644238538838,689.5145517066537,689.5145517066537,598.44987214723,0.0,0.5353521719516667,1.0
2024-09-23,1266.1688230203524,625.1243366621512,625.1243366621512,641.0444863582012,0.0,0.49371325947748673,1.0
2024-09-24,1242.6910171978707,643.823657487414,643.823657487414,598.8673597104566,0.0,0.5180882846801005,1.0
2024-09-25,1282.8191704900003,687.9257242077477,687.9257242077477,594.8934462822525,0.0,0.5362608698348184,1.0
2024-09-26,1222.0563564272818,716.0700496558759,716.0700496558759,505.9863067714059,0.0,0.585955014177356,1.0
2024-09-27,1222.7641734768029,687.6114969661757,687.6114969661757,535.1526765106272,0.0,0.5623418741579775,1.0
2024-09-28,1188.797489446145,691.8160425291666,691.8160425291666,496.98144691697837,0.0,0.5819460830553069,1.0
2024-09-29,1233.3993914005853,680.1167528700648,680.1167528700648,553.2826385305204,0.0,0.5514164816457052,1.0
2024-09-30,1137.7885919742243,733.107998178179,733.107998178179,404.6805937960454,0.0,0.6443270774108684,1.0
2024-10-01,1128.6836509448333,743.3280047165841,743.3280047165841,385.35564622824916,0.0,0.6585795799330807,1.0
2024-10-02,1190.8583908798114,732.1883354555463,732.1883354555463,458.6700554242651,0.0,0.6148408081624234,1.0
2024-10-03,1042.3508364734896,718.7669633511731,718.7669633511731,323.5838731223165,0.0,0.689563377512053,1.0
2024-10-04,1148.6730430571574,749.6302050238701,749.6302050238701,399.04283803328735,0.0,0.6526053776179449,1.0
2024-10-05,1121.2486541200974,706.6650014824949,706.6650014824949,414.58365263760254,0.0,0.6302482494724169,1.0
2024-10-06,1074.0427860579618,750.8124924090228,750.8124924090228,323.2302936489391,0.0,0.6990526840785506,1.0
2024-10-07,1050.0791819796543,832.0478748875026,832.0478748875026,218.03130709215168,0.0,0.7923667940153716,1.0
2024-10-08,1025.1547024880113,729.0618861703076,729.0618861703076,296.09281631770364,0.0,0.711172552202026,1.0
2024-10-09,1088.36441790329,752.999495495026,752.999495495026,335.36492240826385,0.0,0.6918633897878277,1.0
2024-10-10,1025.4017627125222,805.0017201698566,805.0017201698566,220.40004254266557,0.0,0.7850598169837005,1.0
2024-10-11,1077.6094264826918,816.0701284404762,816.0701284404762,261.5392980422156,0.0,0.7572967611318345,1.0
2024-10-12,1039.3474380638734,853.0621679388864,853.0621679388864,186.28527012498694,0.0,0.8207670858630252,1.0
2024-10-13,914.2225457350422,772.2437859857549,772.2437859857549,141.9787597492873,0.0,0.8447000017538013,1.0
2024-10-14,1006.7980940793201,761.822996699341,761.822996699341,244.97509737997905,0.0,0.7566790215231786,1.0
2024-10-15,952.1420379529641,803.4828736882515,803.4828736882515,148.65916426471256,0.0,0.8438687104034195,1.0
2024-10-16,887.2336300256177,814.9845629415696,814.9845629415696,72.24906708404808,0.0,0.9185681599084989,1.0
2024-10-17,935.9386163629936,848.9399814232249,848.9399814232249,86.99863493976864,0.0,0.9070466444927333,1.0
2024-10-18,1047.9799756568007,864.0476219812585,864.0476219812585,183.93235367554212,0.0,0.8244886754059721,1.0
2024-10-19,950.0047254278342,857.8925590058652,857.8925590058652,92.11216642196894,0.0,0.9030403071095396,1.0
2024-10-20,1000.3676828479272,814.8083249467584,814.8083249467584,185.55935790116882,0.0,0.814508844015329,1.0
2024-10-21,897.5024032858153,882.3597694268251,882.3597694268251,15.142633858990166,0.0,0.9831280297372442,1.0
2024-10-22,787.8371796605437,843.524487256806,787.8371796605437,0.0,55.68730759626226,1.0,0.9339825832711024
2024-10-23,814.9057348881994,901.6742652658502,814.9057348881994,0.0,86.76853037765079,1.0,0.9037695388233489
2024-10-24,845.6419834364137,889.3581681938878,845.6419834364137,0.0,43.716184757474025,1.0,0.950845242871887
2024-10-25,808.4388939163398,896.3432336310906,808.4388939163398,0.0,87.90433971475079,1.0,0.9019300459728469
2024-10-26,903.6286118055598,914.2941717746888,903.6286118055598,0.0,10.665559969129049,1.0,0.988334651692653
2024-10-27,795.3805879557608,915.4611798929045,795.3805879557608,0.0,120.08059193714371,1.0,0.8688304926799939
2024-10-28,690.3410408506256,891.8477559565142,690.3410408506256,0.0,201.5067151058886,1.0,0.774057047562147
2024-10-29,768.5520933416019,879.9679204031502,768.5520933416019,0.0,111.41582706154827,1.0,0.8733864900319275
2024-10-30,700.7215048318097,948.9908978916174,700.7215048318097,0.0,248.2693930598076,1.0,0.7383859069550717
2024-10-31,611.4137219799026,960.543523495126,611.4137219799026,0.0,349.12980151522345,1.0,0.6365289099604293
2024-11-01,754.1928566178447,917.9496125298477,754.1928566178447,0.0,163.7567559120031,1.0,0.8216059425520174
2024-11-02,738.2987868956337,921.1156369612896,738.2987868956337,0.0,182.8168500656559,1.0,0.8015267109472175
2024-11-03,710.0691531694491,948.5033806764842,710.0691531694491,0.0,238.43422750703508,1.0,0.7486205823146557
2024-11-04,666.997933852101,937.4998797994266,666.997933852101,0.0,270.50194594732557,1.0,0.7114645539952515
2024-11-05,668.0676024774465,937.7142906622904,668.0676024774465,0.0,269.6466881848439,1.0,0.7124425948607466
2024-11-06,632.3311686222854,952.2837479256583,632.3311686222854,0.0,319.9525793033729,1.0,0.6640154995815906
2024-11-07,589.3402654761047,1015.7980974780922,589.3402654761047,0.0,426.4578320019875,1.0,0.5801746104262762
2024-11-08,697.9208018607369,1048.2121079084213,697.9208018607369,0.0,350.29130604768443,1.0,0.6658202062303519
2024-11-09,679.1617819824905,987.5244181412899,679.1617819824905,0.0,308.3626361587993,1.0,0.6877417606146926
2024-11-10,579.6889419103824,1002.4427823406024,579.6889419103824,0.0,422.75384043022007,1.0,0.5782763386822611
2024-11-11,680.3138754137484,958.6143293952691,680.3138754137484,0.0,278.3004539815207,1.0,0.7096846505965716
2024-11-12,611.254542536384,1026.9368661356475,611.254542536384,0.0,415.68232359926355,1.0,0.5952211500951644
2024-11-13,510.0075452073368,1000.595981569454,510.0075452073368,0.0,490.5884363621172,1.0,0.5097037711538479
2024-11-14,599.9526468390169,1048.1761149423712,599.9526468390169,0.0,448.2234681033543,1.0,0.5723777123770869
2024-11-15,651.7510569155625,1035.8235522036698,651.7510569155625,0.0,384.07249528810735,1.0,0.6292105016621704
2024-11-16,475.2363384349458,981.7858794247705,475.2363384349458,0.0,506.5495409898247,1.0,0.48405293699415125
2024-11-17,619.7875050854365,1034.6903620476935,619.7875050854365,0.0,414.90285696225703,1.0,0.5990077107308241
2024-11-18,482.2840819797838,1050.8518367121135,482.2840819797838,0.0,568.5677547323296,1.0,0.4589458429161105
2024-11-19,550.0438521928157,1049.1873346155508,550.0438521928157,0.0,499.143482422735,1.0,0.5242570454725952
2024-11-20,565.1519680535638,1087.09475687432,565.1519680535638,0.0,521.9427888207562,1.0,0.5198736949836118
2024-11-21,436.6047619061983,1003.3803860736566,436.6047619061983,0.0,566.7756241674583,1.0,0.43513384152811996
2024-11-22,491.3769144839799,1070.574809935403,491.3769144839799,0.0,579.1978954514232,1.0,0.4589841923458192
2024-11-23,457.2431862108583,1097.1314719059928,457.2431862108583,0.0,639.8882856951345,1.0,0.41676243724602313
2024-11-24,486.2796753049579,1075.742921586326,486.2796753049579,0.0,589.4632462813681,1.0,0.4520407855325451
2024-11-25,373.0400376959355,1086.5679898428223,373.0400376959355,0.0,713.5279521468867,1.0,0.3433195540298382
2024-11-26,416.98649652464064,1062.3792321994956,416.98649652464064,0.0,645.392735674855,1.0,0.3925024924116157
2024-11-27,382.81430820624973,1097.6853949012245,382.81430820624973,0.0,714.8710866949748,1.0,0.3487468358278534
2024-11-28,384.9517865466654,1109.4794690097501,384.9517865466654,0.0,724.5276824630847,1.0,0.3469661199681762
2024-11-29,357.64366659425224,1153.1309388449965,357.64366659425224,0.0,795.4872722507444,1.0,0.3101500918468779
2024-11-30,378.1092571822438,1142.8180150632477,378.1092571822438,0.0,764.7087578810039,1.0,0.33085692752342366
2024-12-01,318.54687342633304,1090.3761670630442,318.54687342633304,0.0,771.8292936367112,1.0,0.29214401694448905
2024-12-02,263.68420890802497,1121.2798375235125,263.68420890802497,0.0,857.5956286154875,1.0,0.23516360509112935
2024-12-03,414.3122106170138,1139.2166780448101,414.3122106170138,0.0,724.9044674277964,1.0,0.36368165828477905
2024-12-04,425.64553919998264,1135.4937906119346,425.64553919998264,0.0,709.848251411952,1.0,0.37485501261138193
2024-12-05,346.3811224885794,1138.9680231422979,346.3811224885794,0.0,792.5869006537184,1.0,0.304118390903503
2024-12-06,372.40086812851564,1152.2740103998917,372.40086812851564,0.0,779.8731422713761,1.0,0.32318777024162465
2024-12-07,291.5637312537156,1168.2039455599106,291.5637312537156,0.0,876.640214306195,1.0,0.24958290233643365
2024-12-08,338.1752121314063,1130.5515596221314,338.1752121314063,0.0,792.3763474907252,1.0,0.29912409500760484
2024-12-09,343.84373258959766,1119.078228701331,343.84373258959766,0.0,775.2344961117333,1.0,0.3072562076277918
2024-12-10,325.1669830125092,1142.7807236638591,325.1669830125092,0.0,817.6137406513499,1.0,0.2845401364226675
2024-12-11,219.94989129474322,1172.493842009063,219.94989129474322,0.0,952.5439507143197,1.0,0.18759151085847928
2024-12-12,323.1502149289132,1153.3225730818253,323.1502149289132,0.0,830.1723581529121,1.0,0.28019066172043655
